Time,Temperature,Humidity,Air Quality,Light,Loudness
1623795846,23.62,55.44,75,627,141
1623795856,23.59,55.38,75,627,163
1623795866,23.53,55.44,75,627,170
1623795876,23.56,55.5,75,628,126
1623795886,23.5,55.62,75,627,142
1623795896,23.47,55.62,75,627,145
1623795906,23.41,55.62,75,629,127
1623795916,23.38,55.81,75,627,175
1623795926,23.31,56,75,629,162
1623795936,23.28,56.19,75,629,144
1623795946,23.31,56.19,75,627,152
1623795956,23.31,56.25,75,629,154
1623795966,23.38,56.25,75,627,117
1623795976,23.38,56.19,75,627,155
1623795986,23.41,56.19,75,627,176
1623795996,23.38,56.19,75,627,145
1623796006,23.34,56.12,75,629,150
1623796016,23.41,56.19,75,629,163
1623796026,23.38,56.06,75,627,154
1623796036,23.47,56,75,627,160
1623796046,23.44,56.12,75,628,150
1623796056,23.44,56.06,75,627,173
1623796066,23.5,56.06,75,627,156
1623796076,23.44,56.12,75,627,149
1623796086,23.47,56.06,75,627,151
1623796096,23.47,56.06,75,627,133
1623796106,23.44,56.19,75,628,177
1623796116,23.41,56.19,75,627,153
1623796126,23.41,56.19,75,629,180
1623796136,23.38,56.19,75,629,151
1623796146,23.34,56.25,75,628,174
1623796156,23.28,56.31,75,629,148
1623796166,23.28,56.44,75,628,137
1623796176,23.28,56.5,75,629,256
1623796186,23.25,56.62,75,627,141
1623796196,23.28,56.56,75,628,186
1623796206,23.31,56.56,75,628,114
1623796216,23.34,56.56,75,628,132
1623796226,23.34,56.5,75,628,158
1623796236,23.41,56.44,75,628,159
1623796246,23.41,56.5,75,627,162
1623796256,23.44,56.44,75,628,128
1623796266,23.47,56.38,75,629,148
1623796276,23.47,56.31,75,629,171
1623796286,23.44,56.25,75,627,122
1623796296,23.5,56.38,75,627,150
1623796306,23.5,56.25,75,629,141
1623796316,23.5,56.25,75,627,144
1623796326,23.56,56.06,75,629,132
1623796336,23.59,56,75,627,131
1623796346,23.62,55.94,75,627,136
1623796356,23.69,55.88,75,629,127
1623796366,23.72,55.81,75,629,152
1623796376,23.69,55.88,75,628,55
1623796386,23.66,55.88,75,627,172
1623796396,23.53,56,75,629,155
1623796406,23.5,56.19,75,627,137
1623796416,23.47,56.25,75,629,158
1623796426,23.41,56.38,75,627,177
1623796436,23.38,56.5,75,627,136
1623796446,23.38,56.62,75,627,110
1623796456,23.31,56.75,75,628,167
1623796466,23.34,56.94,75,627,128
1623796476,23.34,56.94,75,627,160
1623796486,23.38,57,75,627,137
1623796496,23.34,57,75,627,157
1623796506,23.41,57.06,75,627,144
1623796516,23.44,57.06,75,627,187
1623796526,23.44,57.06,75,627,161
1623796536,23.41,57.06,75,629,92
1623796546,23.38,57.25,75,629,146
1623796556,23.31,57.25,75,627,150
1623796566,23.31,57.44,75,627,171
1623796576,23.25,57.5,75,626,131
1623796586,23.31,57.56,75,627,159
1623796596,23.31,57.44,75,628,153
1623796606,23.38,57.38,75,628,169
1623796616,23.34,57.31,75,627,105
1623796626,23.38,57.31,75,627,138
1623796636,23.34,57.25,75,628,203
1623796646,23.28,57.38,75,627,144
1623796656,23.28,57.44,75,629,142
1623796666,23.34,57.38,75,629,154
1623796676,23.44,57.38,75,629,149
1623796686,23.44,57.25,75,627,182
1623796696,23.5,57.25,75,627,128
1623796706,23.41,57.25,75,627,166
1623796716,23.38,57.31,75,626,135
1623796726,23.34,57.38,75,627,151
1623796736,23.31,57.5,75,627,130
1623796746,23.28,57.44,75,628,147
1623796756,23.28,57.56,75,627,165
1623796766,23.22,57.62,75,628,160
1623796776,23.22,57.62,75,627,152
1623796786,23.28,57.62,75,627,169
1623796796,23.25,57.75,75,627,130
1623796806,23.19,57.81,75,627,127
1623796816,23.22,57.81,75,627,128
1623796826,23.28,57.81,75,628,131
1623796836,23.31,57.75,75,629,169
1623796846,23.31,57.75,75,626,155
1623796856,23.34,57.62,75,628,151
1623796866,23.34,57.69,75,629,139
1623796876,23.38,57.62,75,629,139
1623796886,23.41,57.62,75,628,144
1623796896,23.34,57.62,75,629,135
1623796906,23.38,57.56,75,627,144
1623796916,23.41,57.56,75,627,171
1623796926,23.47,57.56,75,627,146
1623796936,23.44,57.62,75,627,134
1623796946,23.34,57.69,75,627,157
1623796956,23.34,57.81,75,628,133
1623796966,23.31,57.75,75,626,130
1623796976,23.34,57.81,75,627,189
1623796986,23.38,57.81,75,629,157
1623796996,23.38,57.81,75,627,143
1623797006,23.34,57.81,75,627,125
1623797016,23.31,57.88,75,627,163
1623797026,23.25,58.06,75,626,176
1623797036,23.22,58.06,75,626,150
1623797046,23.22,58.06,75,627,134
1623797056,23.25,58.06,75,628,101
1623797066,23.25,58.06,75,628,156
1623797076,23.34,58.06,75,629,169
1623797086,23.41,57.94,75,627,160
1623797096,23.44,57.88,75,627,125
1623797106,23.47,57.69,75,627,152
1623797116,23.47,57.69,75,627,149
1623797126,23.44,57.75,75,628,125
1623797136,23.47,57.69,75,627,160
1623797146,23.38,57.69,75,626,146
1623797156,23.41,57.81,75,626,144
1623797166,23.41,57.69,75,627,147
1623797176,23.41,57.81,75,629,141
1623797186,23.41,58,75,627,150
1623797196,23.38,58,75,628,120
1623797206,23.34,58.12,75,627,134
1623797216,23.38,58.19,75,627,142
1623797226,23.41,58.12,75,627,139
1623797236,23.5,58,75,627,134
1623797246,23.5,58,75,627,162
1623797256,23.56,58.06,75,627,146
1623797266,23.56,58.06,75,628,327
1623797276,23.53,57.94,75,627,95
1623797286,23.44,57.88,75,627,143
1623797296,23.47,57.94,75,629,151
1623797306,23.5,57.88,75,626,164
1623797316,23.53,57.75,75,627,109
1623797326,23.47,57.81,75,627,134
1623797336,23.47,57.88,75,627,128
1623797346,23.44,57.94,75,629,139
1623797356,23.44,58,75,629,175
1623797366,23.44,58,75,629,128
1623797376,23.47,57.94,75,627,147
1623797386,23.41,58,75,628,175
1623797396,23.38,58.06,75,627,210
1623797406,23.41,58.06,75,628,161
1623797416,23.34,58.19,75,627,138
1623797426,23.31,58.25,75,627,188
1623797436,23.31,58.38,75,628,162
1623797446,23.31,58.44,75,628,155
1623797456,23.25,58.5,75,627,169
1623797466,23.25,58.69,75,627,163
1623797476,23.28,58.69,75,627,134
1623797486,23.28,58.62,75,629,140
1623797496,23.31,58.62,75,628,146
1623797506,23.38,58.62,75,627,166
1623797516,23.34,58.75,75,627,162
1623797526,23.31,58.75,75,628,176
1623797536,23.41,58.69,75,627,129
1623797546,23.44,58.56,75,628,149
1623797556,23.5,58.56,75,627,135
1623797566,23.5,58.44,75,627,163
1623797576,23.5,58.38,75,627,128
1623797586,23.56,58.44,75,628,179
1623797596,23.44,58.44,75,627,191
1623797606,23.44,58.56,75,627,154
1623797616,23.38,58.62,75,628,135
1623797626,23.41,58.75,75,627,142
1623797636,23.44,58.56,75,626,129
1623797646,23.47,58.62,75,627,228
1623797656,23.56,58.5,75,628,144
1623797666,23.62,58.5,75,627,114
1623797676,23.66,58.38,75,628,176
1623797686,23.69,58.31,75,629,162
1623797696,23.69,58.19,75,627,165
1623797706,23.75,58.12,75,627,173
1623797716,23.78,58,75,627,133
1623797726,23.84,57.88,75,626,170
1623797736,23.91,57.81,75,627,173
1623797746,23.88,57.81,75,629,172
1623797756,23.81,57.88,75,627,145
1623797766,23.75,57.94,75,627,155
1623797776,23.75,57.94,75,627,160
1623797786,23.78,58.06,75,629,124
1623797796,23.75,58.19,75,627,140
1623797806,23.72,58.31,75,628,184
1623797816,23.72,58.44,75,627,158
1623797826,23.66,58.44,75,627,148
1623797836,23.62,58.62,75,628,126
1623797846,23.59,58.69,75,627,176
1623797856,23.59,58.69,75,627,154
1623797866,23.5,58.88,75,627,154
1623797876,23.47,58.81,75,628,124
1623797886,23.47,58.88,75,627,175
1623797896,23.47,58.94,75,627,128
1623797906,23.44,59,75,627,177
1623797916,23.47,59,75,627,201
1623797926,23.53,59,75,627,134
1623797936,23.59,58.94,75,627,114
1623797946,23.66,58.75,75,629,150
1623797956,23.66,58.5,75,629,154
1623797966,23.72,58.38,75,628,163
1623797976,23.78,58.44,75,627,149
1623797986,23.84,58.25,75,628,120
1623797996,23.84,58.19,75,628,153
1623798006,23.91,58.12,75,628,150
1623798016,23.91,58.19,75,627,122
1623798026,23.94,58.12,75,627,127
1623798036,23.97,58,75,627,158
1623798046,23.97,57.94,75,627,158
1623798056,24,58,75,627,167
1623798066,24,57.88,75,627,144
1623798076,24,57.94,75,627,114
1623798086,24.06,57.81,75,629,142
1623798096,24.03,57.81,75,629,156
1623798106,23.97,58,75,628,147
1623798116,23.97,58,75,628,162
1623798126,24,58.06,75,629,137
1623798136,23.94,58.25,75,627,153
1623798146,24,58.25,75,627,159
1623798156,24,58.19,75,627,116
1623798166,24.03,58.12,75,628,149
1623798176,24.09,58.06,75,627,143
1623798186,24.12,58.12,75,629,152
1623798196,24.12,58.12,75,629,152
1623798206,24.19,58.12,75,629,167
1623798216,24.22,58.06,75,627,154
1623798226,24.25,57.94,75,627,148
1623798236,24.19,58.06,75,629,151
1623798246,24.19,58.06,75,627,159
1623798256,24.12,58.19,75,627,177
1623798266,24.06,58.25,75,627,141
1623798276,24.03,58.19,75,627,169
1623798286,23.97,58.5,75,628,138
1623798296,23.91,58.62,75,629,188
1623798306,23.91,58.62,75,628,147
1623798316,23.88,58.75,75,627,164
1623798326,23.84,58.81,75,627,138
1623798336,23.91,58.75,75,627,150
1623798346,23.97,58.69,75,627,143
1623798356,23.94,58.69,75,627,121
1623798366,24,58.81,75,627,158
1623798376,24,58.69,75,627,166
1623798386,24.03,58.44,75,627,141
1623798396,24.06,58.25,75,627,123
1623798406,24.12,58.19,75,628,117
1623798416,24.12,58.38,75,628,127
1623798426,24.12,58.38,75,627,145
1623798436,24.16,58.44,75,628,127
1623798446,24.19,58.44,75,627,136
1623798456,24.19,58.38,75,628,159
1623798466,24.19,58.31,75,627,136
1623798476,24.22,58.31,75,629,151
1623798486,24.25,58.19,75,627,136
1623798496,24.28,58.19,75,627,146
1623798506,24.31,58.06,75,628,128
1623798516,24.38,58,75,627,150
1623798526,24.38,57.81,75,628,146
1623798536,24.38,57.81,75,629,127
1623798546,24.41,57.88,75,627,138
1623798556,24.38,57.88,75,627,131
1623798566,24.28,58.06,75,627,146
1623798576,24.25,58.19,75,630,158
1623798586,24.28,58.12,75,629,145
1623798596,24.31,58.12,75,627,166
1623798606,24.34,58,75,628,120
1623798616,24.38,57.94,75,629,163
1623798626,24.38,57.94,75,627,144
1623798636,24.44,57.81,75,628,172
1623798646,24.44,57.94,75,627,146
1623798656,24.47,57.88,75,627,174
1623798666,24.53,57.75,75,627,152
1623798676,24.56,57.75,75,628,161
1623798686,24.56,57.88,75,630,156
1623798696,24.53,57.94,75,627,157
1623798706,24.59,57.88,75,628,155
1623798716,24.47,57.88,75,627,150
1623798726,24.44,58.06,75,627,119
1623798736,24.38,58.19,75,627,151
1623798746,24.41,58.31,75,628,173
1623798756,24.5,58.25,75,627,159
1623798766,24.56,58.19,75,629,188
1623798776,24.56,58.06,75,628,132
1623798786,24.59,57.94,75,630,148
1623798796,24.59,57.75,75,629,161
1623798806,24.56,57.62,75,627,147
1623798816,24.59,57.88,75,629,138
1623798826,24.59,57.62,75,629,156
1623798836,24.59,57.56,75,629,169
1623798846,24.5,57.94,75,627,135
1623798856,24.44,58.19,75,628,145
1623798866,24.34,58.25,75,628,142
1623798876,24.38,58.31,75,627,153
1623798886,24.44,58.38,75,627,136
1623798896,24.38,58.5,75,627,168
1623798906,24.34,58.75,75,627,144
1623798916,24.28,58.75,75,629,148
1623798926,24.22,58.81,75,628,153
1623798936,24.25,58.81,75,627,148
1623798946,24.25,58.94,75,627,154
1623798956,24.12,59.12,75,630,179
1623798966,24.12,59.31,75,627,146
1623798976,24.12,59.44,75,627,131
1623798986,24.12,59.31,75,628,155
1623798996,24.09,59.19,75,627,135
1623799006,24.09,59.12,75,627,162
1623799016,24.16,59.12,75,629,159
1623799026,24.16,59.19,75,628,156
1623799036,24.19,59.25,75,628,154
1623799046,24.22,59.19,75,628,153
1623799056,24.28,59.06,75,628,132
1623799066,24.31,59,75,629,140
1623799076,24.22,59.12,75,628,137
1623799086,24.12,59.19,75,627,149
1623799096,24.12,59.12,75,628,162
1623799106,24.12,59.06,75,630,147
1623799116,24.19,59.12,75,628,146
1623799126,24.22,59.12,75,628,141
1623799136,24.25,59.06,75,627,178
1623799146,24.22,59.06,75,628,143
1623799156,24.16,59.19,75,629,132
1623799166,24.12,59.12,75,628,128
1623799176,24.12,59.12,75,627,138
1623799186,24.09,59.44,75,628,158
1623799196,24.06,59.75,75,630,134
1623799206,24.03,59.94,75,628,153
1623799216,24.03,59.81,75,628,140
1623799226,24,59.94,75,628,136
1623799236,24,60.06,75,628,134
1623799246,23.88,60.44,75,628,142
1623799256,23.88,60.62,75,628,131
1623799266,23.91,60.69,75,628,175
1623799276,23.94,60.62,75,629,162
1623799286,23.91,60.5,75,628,142
1623799296,23.97,60.5,75,627,167
1623799306,24,60.44,75,630,144
1623799316,24.06,60.31,75,629,178
1623799326,24.09,60.12,75,627,141
1623799336,24.12,60.06,75,628,148
1623799346,24.16,59.88,75,630,133
1623799356,24.16,59.88,75,629,144
1623799366,24.22,59.81,75,627,140
1623799376,24.28,60.06,75,628,189
1623799386,24.34,60,75,628,127
1623799396,24.38,59.81,75,627,163
1623799406,24.41,59.62,75,627,148
1623799416,24.41,59.62,75,628,164
1623799426,24.44,59.75,75,628,175
1623799436,24.34,59.81,75,627,132
1623799446,24.34,59.81,75,628,138
1623799456,24.31,59.62,75,630,144
1623799466,24.34,59.62,75,628,162
1623799476,24.31,59.81,75,628,158
1623799486,24.38,59.69,75,628,137
1623799496,24.38,59.75,75,627,149
1623799506,24.41,59.94,75,630,106
1623799516,24.47,60.06,75,628,128
1623799526,24.47,59.94,75,628,134
1623799536,24.47,59.81,75,629,144
1623799546,24.5,59.88,75,628,160
1623799556,24.47,59.94,75,628,150
1623799566,24.44,59.62,75,628,136
1623799576,24.47,59.44,75,628,166
1623799586,24.47,59.5,75,628,148
1623799596,24.53,59.56,75,628,145
1623799606,24.53,59.5,75,628,154
1623799616,24.53,59.25,75,627,158
1623799626,24.53,59.19,75,629,152
1623799636,24.53,59.12,75,628,148
1623799646,24.56,59.06,75,628,79
1623799656,24.56,59.25,75,630,181
1623799666,24.5,59.56,75,628,145
1623799676,24.47,59.56,75,628,150
1623799686,24.44,59.69,75,629,158
1623799696,24.44,59.94,75,630,147
1623799706,24.38,59.88,75,628,145
1623799716,24.38,60.12,75,628,145
1623799726,24.38,60.25,75,628,115
1623799736,24.38,60.19,75,628,177
1623799746,24.38,60.19,75,628,139
1623799756,24.41,60.06,75,628,163
1623799766,24.38,60.06,75,628,158
1623799776,24.44,60.06,75,628,138
1623799786,24.5,60,75,629,157
1623799796,24.53,59.94,75,630,136
1623799806,24.59,59.81,75,630,155
1623799816,24.66,59.94,75,628,132
1623799826,24.66,60,75,628,151
1623799836,24.69,59.69,75,628,136
1623799846,24.75,59.56,75,630,134
1623799856,24.72,59.56,75,628,154
1623799866,24.75,59.38,75,628,160
1623799876,24.75,59,75,628,163
1623799886,24.75,58.94,75,629,144
1623799896,24.72,59,75,628,153
1623799906,24.75,58.94,75,630,149
1623799916,24.75,58.94,75,628,155
1623799926,24.66,59.31,75,628,126
1623799936,24.62,59.69,75,628,176
1623799946,24.56,60.19,75,628,171
1623799956,24.47,60.31,75,628,144
1623799966,24.53,60.38,75,630,168
1623799976,24.5,60.44,75,628,159
1623799986,24.53,60.44,75,628,131
1623799996,24.5,60.38,75,630,180
1623800006,24.5,60.31,75,628,136
1623800016,24.53,60.56,75,629,131
1623800026,24.53,60.5,75,629,117
1623800036,24.53,60.5,75,629,135
1623800046,24.56,60.56,75,628,130
1623800056,24.5,60.69,75,628,169
1623800066,24.56,60.88,75,629,154
1623800076,24.59,60.62,75,628,144
1623800086,24.62,60.25,75,628,140
1623800096,24.66,60.12,75,628,128
1623800106,24.66,60.12,75,630,134
1623800116,24.59,60.38,75,628,155
1623800126,24.53,60.62,75,628,164
1623800136,24.53,61.06,75,630,163
1623800146,24.47,61.12,75,630,130
1623800156,24.44,61.12,75,628,133
1623800166,24.44,61.12,75,628,174
1623800176,24.41,61.38,75,628,118
1623800186,24.34,61.56,75,628,108
1623800196,24.31,61.62,75,628,168
1623800206,24.31,61.44,75,630,144
1623800216,24.28,61.5,75,630,132
1623800226,24.19,61.88,75,630,133
1623800236,24.16,62.31,75,628,148
1623800246,24.12,62.44,75,628,144
1623800256,24.12,62.38,75,628,142
1623800266,24.19,62.31,75,630,156
1623800276,24.22,62.19,75,628,138
1623800286,24.25,61.94,75,628,161
1623800296,24.31,61.62,75,628,161
1623800306,24.34,61.25,75,628,150
1623800316,24.41,61.19,75,628,135
1623800326,24.44,61.12,75,628,130
1623800336,24.44,61.38,75,628,175
1623800346,24.47,61.5,75,628,126
1623800356,24.47,61.56,75,630,152
1623800366,24.41,61.88,75,628,135
1623800376,24.38,62,75,630,145
1623800386,24.41,61.94,75,628,163
1623800396,24.41,61.81,75,628,183
1623800406,24.5,61.56,75,628,142
1623800416,24.59,61.38,75,630,137
1623800426,24.66,61.19,75,628,159
1623800436,24.69,61.06,75,628,162
1623800446,24.75,61.06,75,628,181
1623800456,24.81,61.19,75,628,170
1623800466,24.81,61.12,75,628,156
1623800476,24.91,60.88,75,628,152
1623800486,24.94,60.69,75,628,161
1623800496,24.97,60.5,75,630,149
1623800506,25,60.31,75,629,137
1623800516,24.97,60.19,75,628,182
1623800526,25,60.5,75,629,166
1623800536,24.97,60.81,75,628,159
1623800546,25,61.06,75,628,143
1623800556,25,61.12,75,628,174
1623800566,25.03,61.06,75,628,178
1623800576,25.03,60.94,75,628,142
1623800586,25,60.94,75,631,166
1623800596,24.94,61,75,629,128
1623800606,24.88,61.19,75,628,130
1623800616,24.88,61.44,75,628,152
1623800626,24.84,61.25,75,629,132
1623800636,24.84,60.94,75,630,141
1623800646,24.88,60.69,75,630,214
1623800656,24.84,60.94,75,628,148
1623800666,24.78,61,75,628,138
1623800676,24.81,61.06,75,629,141
1623800686,24.78,61,75,629,146
1623800696,24.81,60.94,75,629,136
1623800706,24.88,60.88,75,629,122
1623800716,24.91,60.88,75,629,158
1623800726,24.97,60.81,75,629,160
1623800736,24.97,60.94,75,631,141
1623800746,25,60.88,75,629,152
1623800756,25.06,60.69,75,631,151
1623800766,25.09,60.44,75,630,130
1623800776,25.16,60.19,75,630,182
1623800786,25.12,60,75,631,174
1623800796,25.19,60.12,75,631,169
1623800806,25.19,60.25,75,629,126
1623800816,25.19,60.31,75,628,204
1623800826,25.19,60.25,75,629,178
1623800836,25.19,60.19,75,629,137
1623800846,25.25,60.12,75,629,167
1623800856,25.28,60,75,631,98
1623800866,25.31,59.88,75,629,159
1623800876,25.31,59.81,75,629,153
1623800886,25.31,60.06,75,630,147
1623800896,25.25,60.25,75,631,158
1623800906,25.22,60.56,75,629,137
1623800916,25.12,60.62,75,630,142
1623800926,25.12,60.5,75,629,159
1623800936,25.12,60.38,75,630,127
1623800946,25.16,60.31,75,630,179
1623800956,25.19,60.31,75,629,179
1623800966,25.19,60.38,75,629,134
1623800976,25.09,60.62,75,629,170
1623800986,24.97,60.94,75,629,171
1623800996,24.94,61,75,629,158
1623801006,24.88,61.06,75,628,166
1623801016,24.81,61.25,75,630,161
1623801026,24.78,61.44,75,629,139
1623801036,24.78,61.5,75,629,167
1623801046,24.72,61.69,75,629,136
1623801056,24.72,61.88,75,628,133
1623801066,24.78,61.75,75,630,159
1623801076,24.75,61.62,75,628,145
1623801086,24.72,61.69,75,629,127
1623801096,24.75,61.88,75,629,118
1623801106,24.78,61.94,75,629,146
1623801116,24.84,61.81,75,629,153
1623801126,24.88,61.69,75,629,145
1623801136,24.94,61.56,75,628,185
1623801146,24.97,61.31,75,628,130
1623801156,25,61.12,75,628,167
1623801166,24.94,61.19,75,628,135
1623801176,24.91,61.38,75,628,154
1623801186,24.84,61.56,75,628,156
1623801196,24.91,61.69,75,630,147
1623801206,24.97,61.69,75,628,144
1623801216,24.94,61.69,75,628,124
1623801226,24.97,61.56,75,628,108
1623801236,25.09,61.5,75,628,142
1623801246,25.12,61.25,75,629,163
1623801256,25.19,61,75,629,142
1623801266,25.22,60.88,75,629,130
1623801276,25.28,60.69,75,629,127
1623801286,25.31,60.56,75,630,143
1623801296,25.31,60.44,75,631,139
1623801306,25.31,60.5,75,628,139
1623801316,25.34,60.56,75,628,135
1623801326,25.34,60.5,75,630,127
1623801336,25.38,60.31,75,628,174
1623801346,25.38,60.38,75,628,138
1623801356,25.31,60.56,75,629,166
1623801366,25.31,60.69,75,628,160
1623801376,25.31,60.62,75,629,180
1623801386,25.34,60.56,75,628,151
1623801396,25.41,60.44,75,628,129
1623801406,25.47,60.31,75,628,133
1623801416,25.44,60.25,75,629,136
1623801426,25.34,60.25,75,629,119
1623801436,25.31,60.19,75,630,138
1623801446,25.28,60.44,75,629,149
1623801456,25.19,60.69,75,629,166
1623801466,25.22,60.69,75,629,130
1623801476,25.22,60.75,75,629,138
1623801486,25.19,60.88,75,628,161
1623801496,25.19,61,75,629,122
1623801506,25.19,61.06,75,629,155
1623801516,25.12,61.31,75,629,132
1623801526,25.09,61.44,75,628,145
1623801536,25.06,61.56,75,628,150
1623801546,25,61.62,75,628,149
1623801556,25.03,61.75,75,630,141
1623801566,25.03,61.75,75,628,152
1623801576,25.06,61.75,75,629,148
1623801586,25.09,61.5,75,628,167
1623801596,25.16,61.38,75,628,162
1623801606,25.19,61.06,75,629,160
1623801616,25.19,61.12,75,629,143
1623801626,25.19,61.19,75,628,129
1623801636,25.16,61,75,628,131
1623801646,25.12,61.06,75,629,156
1623801656,25.12,61.06,75,628,158
1623801666,25.06,61.12,75,629,168
1623801676,25.09,61.25,75,628,130
1623801686,25.09,61.25,75,629,148
1623801696,25.09,61.25,75,629,148
1623801706,25.12,61.31,75,629,151
1623801716,25.19,61.31,75,629,150
1623801726,25.22,61.12,75,628,151
1623801736,25.25,60.88,75,630,156
1623801746,25.28,60.81,75,629,179
1623801756,25.31,60.75,75,629,129
1623801766,25.31,60.81,75,628,142
1623801776,25.34,60.88,75,628,133
1623801786,25.28,60.81,75,629,180
1623801796,25.28,60.88,75,628,164
1623801806,25.28,60.81,75,630,162
1623801816,25.28,60.69,75,628,155
1623801826,25.25,60.56,75,629,120
1623801836,25.25,60.56,75,628,115
1623801846,25.28,60.62,75,628,182
1623801856,25.28,60.69,75,628,180
1623801866,25.28,60.81,75,628,129
1623801876,25.16,61.06,75,630,153
1623801886,25.12,61.25,75,628,133
1623801896,25.06,61.25,75,628,127
1623801906,25,61.62,75,629,219
1623801916,24.94,61.81,75,628,105
1623801926,24.94,62,75,629,197
1623801936,24.94,61.94,75,629,149
1623801946,24.97,61.81,75,628,155
1623801956,25,61.75,75,628,121
1623801966,24.94,61.88,75,630,158
1623801976,24.94,62,75,631,168
1623801986,24.88,62.06,75,630,131
1623801996,24.91,62.12,75,629,127
1623802006,24.97,62.06,75,628,146
1623802016,25,62,75,630,160
1623802026,25,61.94,75,629,160
1623802036,24.97,62,75,628,135
1623802046,25.03,61.81,75,630,132
1623802056,24.94,61.88,75,628,148
1623802066,24.94,61.94,75,628,147
1623802076,24.94,61.81,75,629,150
1623802086,24.97,61.81,75,628,183
1623802096,24.97,61.88,75,628,171
1623802106,25.03,61.94,75,629,163
1623802116,25,61.81,75,629,149
1623802126,25.03,61.69,75,629,162
1623802136,25.03,61.62,75,629,138
1623802146,25.03,61.62,75,631,150
1623802156,25.06,61.75,75,629,152
1623802166,25.06,61.81,75,631,161
1623802176,24.97,62.06,75,631,138
1623802186,24.97,62.12,75,629,130
1623802196,24.97,62.12,75,629,162
1623802206,24.94,62.25,75,629,135
1623802216,24.91,62.44,75,629,134
1623802226,24.91,62.31,75,629,160
1623802236,24.94,62.31,75,630,144
1623802246,24.97,62.25,75,629,172
1623802256,24.97,62.31,75,629,154
1623802266,24.91,62.44,75,628,197
1623802276,24.81,62.44,75,631,142
1623802286,24.84,62.44,75,628,106
1623802296,24.84,62.5,75,629,168
1623802306,24.81,62.62,75,629,132
1623802316,24.81,62.56,75,631,154
1623802326,24.75,62.69,75,630,172
1623802336,24.81,62.81,75,631,183
1623802346,24.75,62.88,75,630,143
1623802356,24.75,62.94,75,629,141
1623802366,24.75,63,75,629,130
1623802376,24.81,62.88,75,628,173
1623802386,24.88,62.75,75,629,181
1623802396,24.91,62.56,75,630,188
1623802406,24.94,62.69,75,631,147
1623802416,24.94,62.62,75,628,139
1623802426,25,62.44,75,631,141
1623802436,25,62.25,75,629,156
1623802446,25.09,62.19,75,629,126
1623802456,25.06,62.19,75,629,147
1623802466,25.09,62.31,75,630,152
1623802476,25.06,62.56,75,628,166
1623802486,25,62.62,75,631,159
1623802496,25,62.69,75,629,142
1623802506,25,62.75,75,628,148
1623802516,24.94,62.75,75,631,161
1623802526,24.97,62.81,75,629,174
1623802536,24.91,62.88,75,629,157
1623802546,24.91,62.88,75,628,146
1623802556,24.88,62.81,75,629,188
1623802566,24.94,62.75,75,631,149
1623802576,24.97,62.75,75,631,165
1623802586,25.09,62.62,75,631,123
1623802596,25.12,62.44,75,629,146
1623802606,25.16,62.44,75,629,147
1623802616,25.16,62.19,75,630,128
1623802626,25.16,62.12,75,629,153
1623802636,25.16,62.12,75,629,180
1623802646,25.22,62.06,75,630,154
1623802656,25.22,61.94,75,628,161
1623802666,25.25,61.75,75,631,164
1623802676,25.28,61.69,75,629,143
1623802686,25.31,61.62,75,629,148
1623802696,25.31,61.62,75,629,135
1623802706,25.31,61.56,75,629,157
1623802716,25.31,61.44,75,629,147
1623802726,25.31,61.56,75,630,148
1623802736,25.38,61.31,75,629,143
1623802746,25.34,61.25,75,631,153
1623802756,25.31,61.5,75,629,158
1623802766,25.28,61.62,75,630,144
1623802776,25.22,61.75,75,631,173
1623802786,25.19,61.88,75,630,150
1623802796,25.25,61.81,75,630,149
1623802806,25.31,61.69,75,629,130
1623802816,25.31,61.5,75,629,134
1623802826,25.34,61.5,75,629,133
1623802836,25.44,61.38,75,630,145
1623802846,25.5,61.25,75,629,129
1623802856,25.53,61.06,75,630,147
1623802866,25.5,61.12,75,630,145
1623802876,25.34,61.19,75,629,137
1623802886,25.25,61.31,75,629,138
1623802896,25.22,61.5,75,629,155
1623802906,25.19,61.62,75,629,157
1623802916,25.12,61.88,75,629,145
1623802926,25.09,61.94,75,629,119
1623802936,25.06,62.19,75,629,128
1623802946,25.03,62.31,75,631,152
1623802956,24.91,62.56,75,628,171
1623802966,24.88,62.81,75,629,165
1623802976,24.84,63,75,631,162
1623802986,24.84,63.06,75,629,155
1623802996,24.88,63.06,75,629,162
1623803006,24.88,63.06,75,629,143
1623803016,24.94,63,75,629,117
1623803026,24.91,63.12,75,631,151
1623803036,24.94,63.06,75,629,144
1623803046,24.94,62.94,75,631,148
1623803056,24.97,62.75,75,629,130
1623803066,25.03,62.75,75,630,147
1623803076,25.09,62.62,75,629,157
1623803086,25.12,62.44,75,631,116
1623803096,25.16,62.44,75,629,153
1623803106,25.22,62.31,75,630,180
1623803116,25.25,62.25,75,629,159
1623803126,25.25,62.38,75,630,199
1623803136,25.22,62.5,75,630,114
1623803146,25.19,62.69,75,630,170
1623803156,25.12,62.88,75,631,134
1623803166,25.12,62.88,75,631,150
1623803176,25.16,62.88,75,629,85
1623803186,25.12,62.94,75,631,68
1623803196,25.22,62.81,75,629,97
1623803206,25.16,62.75,75,630,170
1623803216,25.19,62.81,75,629,31
1623803226,25.16,62.75,75,629,145
1623803236,25.12,62.88,75,629,140
1623803246,25.06,63,75,631,160
1623803256,24.97,63.31,75,629,152
1623803266,24.97,63.44,75,629,141
